Customer_ID,recency,frequency,value,age,units,Units_BLT,Units_FRM,Units_IND,Units_MBT,Units_MRT,Units_OTR,Units_PASS,Units_PSUV,Units_RLT,Units_SPC,Units_TRLR,Units_-,Units_Customer-Billed,Units_National Acct,Units_ADVANCE,Units_BFGOODRICH,Units_BKT,Units_BRIDGESTONE,Units_CARLISLE,Units_CONTINENTAL,Units_COOPER,Units_CORDOVAN,Units_CROSSWIND,Units_DEESTONE,Units_DELTA,Units_DORAL,Units_DOUBLE COIN,Units_DURATURN,Units_DURO,Units_EL DORADO,Units_FIRESTONE,Units_GENERAL,Units_GLADIATOR,Units_GOODYEAR,Units_HANKOOK,Units_HARVEST KING,Units_LAUFENN,Units_MALHOTRA,Units_MASTERCRAFT,Units_MAXXIS,Units_MICHELIN,Units_MULTI MILE,Units_NANCO,Units_NANKANG,Units_NATIONAL,Units_NEXEN,Units_NITTO,Units_NORTECH,Units_PIRELLI,Units_POWER KING,Units_PRINX,Units_SAILUN,Units_SAMSON,Units_SAXON,Units_SOLIDEAL,Units_SUMITOMO,Units_TBC NEUTRAL,Units_TIRE CO,Units_TOYO,Units_TRAC GARD,Units_TRELLEBORG,Units_UNIROYAL,Units_VANDERBILT,Units_VOGUE,Units_VOMA,Units_YOKOHAMA,Units_ZENNA,Units_NON_STOCK TIRES (XP,Units_CADDIEMASTER,Units_MICKEY THOMPSON,Units_STARFIRE,Units_KUMHO,Units_WANDA,Units_OHTSU,Units_ARMOUR,Units_GREENBALL,Units_LINGLONG,Units_RIKEN,Units_COUNTRYWIDE,Units_KLEBER,Units_TEMPRA,Units_DUNLOP,Units_SIGMA,Units_SPECIALTY,Units_DYNACARGO,Units_BIG O,Units_DENMAN,Units_HIFLY,Units_PROVATO,Units_ARMADILLO,Units_FUZION,Units_EUROGRIP,sales,Units_is_win_NO,Units_is_win_YES,Units_is_ev_-,Units_is_ev_NO,Units_is_ev_YES,Sales_Amount_BLT,Sales_Amount_FRM,Sales_Amount_IND,Sales_Amount_MBT,Sales_Amount_MRT,Sales_Amount_OTR,Sales_Amount_PASS,Sales_Amount_PSUV,Sales_Amount_RLT,Sales_Amount_SPC,Sales_Amount_TRLR,Sales_Amount_-,Sales_Amount_Customer-Billed,Sales_Amount_National Acct,Sales_Amount_ADVANCE,Sales_Amount_BFGOODRICH,Sales_Amount_BKT,Sales_Amount_BRIDGESTONE,Sales_Amount_CARLISLE,Sales_Amount_CONTINENTAL,Sales_Amount_COOPER,Sales_Amount_CORDOVAN,Sales_Amount_CROSSWIND,Sales_Amount_DEESTONE,Sales_Amount_DELTA,Sales_Amount_DORAL,Sales_Amount_DOUBLE COIN,Sales_Amount_DURATURN,Sales_Amount_DURO,Sales_Amount_EL DORADO,Sales_Amount_FIRESTONE,Sales_Amount_GENERAL,Sales_Amount_GLADIATOR,Sales_Amount_GOODYEAR,Sales_Amount_HANKOOK,Sales_Amount_HARVEST KING,Sales_Amount_LAUFENN,Sales_Amount_MALHOTRA,Sales_Amount_MASTERCRAFT,Sales_Amount_MAXXIS,Sales_Amount_MICHELIN,Sales_Amount_MULTI MILE,Sales_Amount_NANCO,Sales_Amount_NANKANG,Sales_Amount_NATIONAL,Sales_Amount_NEXEN,Sales_Amount_NITTO,Sales_Amount_NORTECH,Sales_Amount_PIRELLI,Sales_Amount_POWER KING,Sales_Amount_PRINX,Sales_Amount_SAILUN,Sales_Amount_SAMSON,Sales_Amount_SAXON,Sales_Amount_SOLIDEAL,Sales_Amount_SUMITOMO,Sales_Amount_TBC NEUTRAL,Sales_Amount_TIRE CO,Sales_Amount_TOYO,Sales_Amount_TRAC GARD,Sales_Amount_TRELLEBORG,Sales_Amount_UNIROYAL,Sales_Amount_VANDERBILT,Sales_Amount_VOGUE,Sales_Amount_VOMA,Sales_Amount_YOKOHAMA,Sales_Amount_ZENNA,Sales_Amount_NON_STOCK TIRES (XP,Sales_Amount_CADDIEMASTER,Sales_Amount_MICKEY THOMPSON,Sales_Amount_STARFIRE,Sales_Amount_KUMHO,Sales_Amount_WANDA,Sales_Amount_OHTSU,Sales_Amount_ARMOUR,Sales_Amount_GREENBALL,Sales_Amount_LINGLONG,Sales_Amount_RIKEN,Sales_Amount_COUNTRYWIDE,Sales_Amount_KLEBER,Sales_Amount_TEMPRA,Sales_Amount_DUNLOP,Sales_Amount_SIGMA,Sales_Amount_SPECIALTY,Sales_Amount_DYNACARGO,Sales_Amount_BIG O,Sales_Amount_DENMAN,Sales_Amount_HIFLY,Sales_Amount_PROVATO,Sales_Amount_ARMADILLO,Sales_Amount_FUZION,Sales_Amount_EUROGRIP,Sales_Amount_is_win_NO,Sales_Amount_is_win_YES,Sales_Amount_is_ev_-,Sales_Amount_is_ev_NO,Sales_Amount_is_ev_YES,Sales_Amount,Units,churn,Channel_CD,Channel_FS,Channel_NR,Channel_NUC,IsProgram,NumOfPrograms,BO_GROUP,CBI_GROUP,CDGTREAD,CDGVTP,ICOOPMED,IFLEETDLR,IHANKONE,IMASTALLI,INEXNTLVL,INITTOENT,INTWMT,INTWT3,IPIRFSTRK,ISIGNPRO,ITADMILLNM,ITADSEPLUS,ITBCCORE,ITOYODRVN,OREXCEPT
10083892,85.0,8.0,171.66125,316.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,6.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373.29,14.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.61,0.0,897.8399999999999,19.65,308.19,0.0,1373.29,0.0,0.0,0.0,0.0,0.0,19.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.52,0.0,0.0,147.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373.29,0.0,634.77,738.52,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40018099,2.0,469.0,441.3285906363845,240.0,1516.4764207980652,46.0,22.0,8.0,5.0,8.0,0.0,778.0,400.2382103990327,207.23821039903265,14.0,28.0,0.0,602.0,914.4764207980652,0.0,27.0,0.0,0.0,4.0,272.0,33.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,32.0,18.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,34.0,12.0,189.0,0.0,291.23821039903265,80.0,0.0,0.0,0.0,0.0,0.0,106.0,16.0,0.0,61.238210399032646,0.0,0.0,8.0,0.0,15.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206983.10900846432,1512.4764207980652,4.0,1458.2382103990326,58.238210399032646,0.0,3585.97,1429.29,641.6400000000001,792.83,2633.68,0.0,95082.39,59942.71950423216,40766.24950423217,929.62,1178.72,0.0,80016.67688029021,126966.43212817411,0.0,6516.49,0.0,0.0,261.02,40143.62,3235.07,0.0,0.0,554.88,0.0,0.0,1479.06,0.0,0.0,0.0,0.0,7356.4,0.0,0.0,3398.37,1014.05,0.0,0.0,0.0,0.0,7619.469999999999,0.0,0.0,0.0,2809.55,967.62,33902.346880290206,0.0,46782.45475211608,6260.52,0.0,0.0,0.0,0.0,0.0,7985.78,1672.0,0.0,8395.997376058041,0.0,0.0,595.9200000000001,0.0,4052.5,0.0,21979.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206806.62900846437,176.48,198286.8116324063,8696.29737605804,0.0,37635.17737605804,246.23821039903265,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33491280,4.0,18.0,826.5072222222223,179.0,74.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,8.0,59.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14877.13,74.0,0.0,70.0,4.0,0.0,0.0,258.92,68.11,0.0,885.64,0.0,0.0,1225.08,12439.38,0.0,0.0,0.0,14877.13,0.0,0.0,0.0,0.0,0.0,68.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.72,0.0,0.0,2577.79,258.92,0.0,0.0,0.0,0.0,2574.7200000000003,0.0,0.0,0.0,0.0,0.0,3062.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885.64,0.0,0.0,5222.889999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14877.13,0.0,14242.73,634.4,0.0,3783.34,14.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35878660,6.0,179.0,424.4400558659218,391.0,419.0,6.0,39.0,4.0,2.0,15.0,0.0,90.0,118.0,120.0,17.0,8.0,0.0,419.0,0.0,0.0,11.0,9.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,33.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,23.0,1.0,84.0,0.0,0.0,20.0,2.0,98.0,0.0,0.0,0.0,39.0,13.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75974.77,419.0,0.0,388.0,31.0,0.0,516.59,13971.32,628.83,415.74,4420.47,0.0,9031.31,16619.61,29000.16,1037.8,332.94000000000005,0.0,75974.77,0.0,0.0,3179.5,3408.8,0.0,771.25,0.0,3669.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.19,0.0,0.0,0.0,344.57,10612.81,0.0,0.0,0.0,0.0,4572.2,0.0,0.0,0.0,2860.07,145.21,21198.57,0.0,0.0,1441.7,165.64,10464.12,0.0,0.0,0.0,6197.92,2069.37,0.0,526.2,0.0,0.0,1310.12,0.0,0.0,0.0,2488.8,0.0,0.0,34.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75974.77,0.0,71051.76,4923.01,0.0,22321.96826697892,104.0,0.0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
34542857,1.0,223.0,1670.450451275015,575.0,729.75,0.0,0.0,0.0,0.0,686.75,0.0,14.0,16.0,13.0,0.0,0.0,0.0,0.0,729.75,0.0,109.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372510.4506343284,729.75,0.0,608.25,121.5,0.0,0.0,0.0,0.0,0.0,364263.17063432833,0.0,2254.99,3021.33,2970.96,0.0,0.0,0.0,82.25999999999999,372428.1906343284,0.0,46028.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313537.74063432834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12944.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372510.4506343284,0.0,315137.83708955225,57372.61354477612,0.0,40142.64,81.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40049337,7.0,234.0,403.81906864338816,210.0,637.134404057481,1.0,22.0,35.0,13.0,141.08960270498733,18.0,32.0,117.0,63.0,68.52240067624683,126.52240067624685,0.0,589.6120033812341,47.52240067624683,0.0,4.0,7.0,0.0,99.04480135249366,2.0,34.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,39.52240067624683,0.0,0.0,2.0,81.0,7.0,13.0,0.0,0.0,67.0,66.04480135249366,66.52240067624683,0.0,0.0,0.0,106.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94493.66206255284,637.134404057481,0.0,503.0896027049873,134.04480135249366,0.0,107.09,5401.36,3960.92,2756.67,26856.597159763314,11736.01490278952,2837.96,14943.96,11434.29,4695.28,9763.52,0.0,85939.23715976332,8554.424902789518,0.0,1217.12,917.4824513947592,0.0,8574.12,345.43,5442.08,0.0,0.0,771.19,0.0,0.0,0.0,0.0,0.0,0.0,569.53,0.0,0.0,0.0,185.24,4306.72,0.0,0.0,0.0,0.0,6466.734902789518,0.0,0.0,113.88,5655.89,946.3,2507.41,0.0,0.0,17997.14245139476,11718.007354184278,10634.64245139476,0.0,0.0,0.0,14501.42245139476,962.86,0.0,0.0,0.0,0.0,660.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94493.66206255284,0.0,74547.43470836856,19946.22735418428,0.0,45139.85980557904,277.04480135249366,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10018338,4.0,601.0,399.70387241751945,179.0,1923.6118447378951,0.0,7.0,3.0,0.0,11.0,0.0,1173.8059223689477,345.0,253.0,90.0,40.80592236894758,0.0,1923.6118447378951,0.0,0.0,230.0,2.0,0.0,53.0,50.0,138.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,221.0,1.0,0.0,0.0,0.0,0.0,344.0,0.0,0.0,19.0,0.0,0.0,88.0,0.0,4.0,44.0,4.0,57.0,0.0,0.0,0.0,9.0,12.80592236894758,0.0,29.0,0.0,0.0,569.8059223689476,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240222.0273229292,1911.6118447378951,12.0,1347.8059223689477,575.8059223689476,0.0,0.0,379.92,195.72,0.0,2426.46,0.0,123141.13366146458,54868.18,52712.92,4422.7,2074.993661464586,0.0,240222.0273229292,0.0,0.0,36571.16,119.58,0.0,3607.06,7899.01,22784.5,0.0,0.0,284.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3285.33,0.0,0.0,20609.52,124.28,0.0,0.0,0.0,0.0,57927.07,0.0,0.0,376.23,0.0,0.0,16659.94,0.0,465.92,1570.91,436.12,4092.82,0.0,0.0,0.0,864.6600000000001,837.0536614645857,0.0,5326.05,0.0,0.0,54879.15366146459,0.0,0.0,0.0,1500.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238831.5073229292,1390.52,176548.7736614646,63673.25366146459,0.0,168880.16464585834,1150.0,0.0,0,1,0,0,1,7,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0
36686324,304.0,4.0,264.5925,430.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.37,8.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,150.57,333.34,0.0,0.0,190.74,0.0,0.0,383.72,0.0,1058.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.29,0.0,190.74,0.0,0.0,0.0,333.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.37,0.0,674.65,383.72,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40050641,5.0,3.0,170.91666666666666,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.75,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.5,92.25,0.0,0.0,0.0,0.0,512.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.75,0.0,512.75,0.0,0.0,3751.38,42.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10080018,316.0,1.0,760.52,316.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.52,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.52,0.0,0.0,0.0,760.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.52,0.0,760.52,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
